EmpID,Age,MaritalStatus,JobRole,Attrition,BusinessTravel,HourlyRate,DailyRate,MonthlyIncome,YearlyIncome,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
783,30,Married,Manufacturing Director,No,Travel_Rarely,85,1176,9957,119484,Research & Development,20,3,Other,3,Male,3,2,1,0,No,15,3,3,80,1,7,1,2,6,2,0,2
784,41,Married,Research Scientist,No,Travel_Rarely,43,509,3376,40512,Research & Development,7,2,Technical Degree,2,Female,4,1,3,1,No,13,3,3,80,0,10,3,3,10,6,0,8
785,38,Married,Healthcare Representative,No,Travel_Rarely,65,330,8823,105876,Research & Development,17,1,Life Sciences,3,Female,2,3,3,0,No,18,3,1,80,1,20,4,2,19,9,1,9
786,40,Married,Healthcare Representative,No,Travel_Rarely,61,1492,10322,123864,Research & Development,20,4,Technical Degree,1,Male,3,3,4,4,No,20,4,4,80,1,14,6,3,11,10,11,1
787,27,Married,Laboratory Technician,No,Non-Travel,87,1277,4621,55452,Research & Development,8,5,Life Sciences,1,Male,1,1,3,1,No,19,3,4,80,3,3,4,3,3,2,1,2
788,55,Married,Manufacturing Director,No,Travel_Frequently,65,1091,10976,131712,Research & Development,2,1,Life Sciences,4,Male,3,3,2,3,No,18,3,2,80,1,23,4,3,3,2,1,2
789,28,Single,Research Scientist,No,Travel_Rarely,59,857,3660,43920,Research & Development,10,3,Other,3,Female,3,2,3,3,No,13,3,4,80,0,10,4,4,8,7,1,7
790,44,Married,Human Resources,Yes,Travel_Rarely,91,1376,10482,125784,Human Resources,1,2,Medical,2,Male,2,3,1,9,No,14,3,4,80,1,24,1,3,20,6,3,6
791,33,Divorced,Healthcare Representative,No,Travel_Rarely,34,654,7119,85428,Research & Development,5,3,Life Sciences,4,Male,2,3,4,4,No,15,3,3,80,1,9,2,3,3,2,1,2
792,35,Single,Sales Executive,Yes,Travel_Rarely,86,1204,9582,114984,Sales,4,3,Technical Degree,4,Male,3,3,1,0,Yes,22,4,1,80,0,9,2,3,8,7,4,7
793,33,Single,Research Scientist,Yes,Travel_Frequently,54,827,4508,54096,Research & Development,29,4,Medical,1,Female,2,2,3,1,No,22,4,2,80,0,14,4,3,13,7,3,8
794,28,Divorced,Laboratory Technician,No,Travel_Rarely,50,895,2207,26484,Research & Development,15,2,Life Sciences,1,Male,3,1,3,1,No,16,3,4,80,1,4,5,2,4,2,2,2
795,34,Single,Healthcare Representative,No,Travel_Frequently,45,618,7756,93072,Research & Development,3,1,Life Sciences,1,Male,3,2,4,0,No,17,3,3,80,0,7,1,2,6,2,0,4
796,37,Divorced,Sales Executive,No,Travel_Rarely,88,309,6694,80328,Sales,10,4,Life Sciences,4,Female,2,2,4,2,Yes,14,3,3,80,3,8,5,3,1,0,0,0
797,25,Married,Laboratory Technician,Yes,Travel_Rarely,32,1219,3691,44292,Research & Development,4,1,Technical Degree,4,Male,3,1,4,1,Yes,15,3,2,80,1,7,3,4,7,7,5,6
798,26,Divorced,Laboratory Technician,Yes,Travel_Rarely,37,1330,2377,28524,Research & Development,21,3,Medical,1,Male,3,1,3,1,No,20,4,3,80,1,1,0,2,1,1,0,0
799,33,Single,Research Scientist,Yes,Travel_Rarely,55,1017,2313,27756,Research & Development,25,3,Medical,1,Male,2,1,2,4,Yes,20,4,2,80,0,5,0,3,2,2,2,2
800,42,Married,Manager,No,Travel_Rarely,35,469,17665,211980,Research & Development,2,2,Medical,4,Male,3,4,1,0,No,17,3,4,80,1,23,3,3,22,6,13,7
801,28,Divorced,Laboratory Technician,Yes,Travel_Frequently,45,1009,2596,31152,Research & Development,1,3,Medical,1,Male,2,1,2,1,No,15,3,1,80,2,1,2,3,1,0,0,0
802,50,Single,Sales Executive,Yes,Travel_Frequently,81,959,4728,56736,Sales,1,4,Other,4,Male,3,2,3,3,Yes,14,3,4,80,0,5,4,3,0,0,0,0
803,33,Married,Sales Executive,No,Travel_Frequently,30,970,4302,51624,Sales,7,3,Life Sciences,4,Female,3,2,2,0,No,17,3,3,80,1,4,3,3,3,2,0,2
804,34,Married,Research Scientist,No,Non-Travel,40,697,2979,35748,Research & Development,3,4,Life Sciences,3,Male,2,1,4,3,No,17,3,4,80,3,6,2,3,0,0,0,0
805,48,Single,Manager,No,Non-Travel,35,1262,16885,202620,Research & Development,1,4,Medical,1,Male,4,4,4,2,No,22,4,3,80,0,27,3,2,5,4,2,1
806,45,Married,Sales Executive,No,Non-Travel,65,1050,5593,67116,Sales,9,4,Life Sciences,2,Female,2,2,3,1,No,13,3,4,80,1,15,2,3,15,10,4,12
807,52,Single,Healthcare Representative,No,Travel_Rarely,87,994,10445,125340,Research & Development,7,4,Life Sciences,2,Male,3,3,2,7,No,19,3,4,80,0,18,4,3,8,6,4,0
808,38,Divorced,Sales Executive,No,Travel_Rarely,73,770,8740,104880,Sales,10,4,Marketing,3,Male,2,3,3,0,Yes,14,3,2,80,2,9,2,3,8,7,2,7
809,29,Divorced,Research Scientist,No,Travel_Rarely,93,1107,2514,30168,Research & Development,28,4,Life Sciences,3,Female,3,1,4,4,No,22,4,1,80,1,11,1,3,7,5,1,7
810,28,Divorced,Manufacturing Director,No,Travel_Rarely,93,950,7655,91860,Research & Development,3,3,Medical,4,Female,3,3,2,0,No,17,3,2,80,3,10,3,2,9,7,1,7
811,46,Married,Manager,No,Travel_Rarely,52,406,17465,209580,Sales,3,1,Marketing,1,Male,3,4,3,3,No,12,3,4,80,1,23,3,3,12,9,4,9
812,38,Single,Sales Executive,No,Travel_Rarely,32,130,7351,88212,Sales,2,2,Marketing,4,Male,3,3,2,7,No,16,3,3,80,0,10,2,3,1,0,0,0
813,43,Married,Manufacturing Director,No,Travel_Frequently,83,1082,10820,129840,Research & Development,27,3,Life Sciences,3,Female,3,3,1,8,No,11,3,3,80,1,18,1,3,8,7,0,1
814,39,Divorced,Healthcare Representative,Yes,Travel_Frequently,84,203,12169,146028,Research & Development,2,3,Life Sciences,1,Male,3,4,4,7,No,11,3,4,80,3,21,4,3,18,7,11,5
815,40,Single,Research Director,No,Travel_Rarely,44,1308,19626,235512,Research & Development,14,3,Medical,3,Male,2,5,3,1,No,14,3,1,80,0,21,2,4,20,7,4,9
816,21,Single,Research Scientist,No,Travel_Rarely,70,984,2070,24840,Research & Development,1,1,Technical Degree,4,Female,2,1,2,1,Yes,11,3,3,80,0,2,6,4,2,2,2,2
817,39,Single,Laboratory Technician,No,Non-Travel,70,439,6782,81384,Research & Development,9,3,Life Sciences,3,Male,3,2,2,9,No,15,3,3,80,0,9,2,2,5,4,0,3
818,36,Single,Manufacturing Director,No,Non-Travel,78,217,7779,93348,Research & Development,18,4,Life Sciences,1,Male,3,2,4,2,No,20,4,1,80,0,18,0,3,11,9,0,9
819,31,Married,Sales Representative,No,Travel_Frequently,67,793,2791,33492,Sales,20,3,Life Sciences,3,Male,4,1,4,0,No,12,3,1,80,1,3,4,3,2,2,2,2
820,28,Married,Research Scientist,No,Travel_Rarely,67,1451,3201,38412,Research & Development,2,1,Life Sciences,1,Male,2,1,2,0,No,17,3,1,80,0,6,2,1,5,3,0,4
821,35,Divorced,Sales Executive,No,Travel_Frequently,54,1182,4968,59616,Sales,11,2,Marketing,4,Male,3,2,4,1,No,11,3,4,80,1,5,3,3,5,2,0,2
822,49,Married,Sales Executive,No,Travel_Rarely,56,174,13120,157440,Sales,8,4,Technical Degree,4,Male,2,4,2,6,No,17,3,2,80,1,22,3,3,9,8,2,3
823,34,Single,Manufacturing Director,No,Travel_Frequently,95,1003,4033,48396,Research & Development,2,2,Life Sciences,4,Male,3,2,3,2,No,11,3,4,80,0,5,3,2,3,2,0,2
824,29,Divorced,Research Scientist,No,Travel_Frequently,61,490,3291,39492,Research & Development,10,3,Life Sciences,4,Female,3,1,2,0,No,14,3,4,80,2,8,2,2,7,5,1,1
825,42,Single,Laboratory Technician,No,Travel_Rarely,56,188,4272,51264,Research & Development,29,3,Medical,2,Male,1,2,4,4,No,19,3,1,80,0,16,3,3,1,0,0,0
826,29,Married,Manufacturing Director,No,Travel_Rarely,79,718,5056,60672,Research & Development,8,1,Medical,2,Male,2,2,4,1,Yes,15,3,3,80,1,10,2,2,10,7,1,2
827,38,Married,Human Resources,No,Travel_Rarely,37,433,2844,34128,Human Resources,1,3,Human Resources,3,Male,4,1,3,1,No,13,3,4,80,1,7,2,4,7,6,5,0
828,28,Divorced,Research Scientist,No,Travel_Frequently,39,773,2703,32436,Research & Development,6,3,Life Sciences,3,Male,2,1,3,1,Yes,14,3,4,80,1,3,2,3,3,1,0,2
829,18,Single,Laboratory Technician,Yes,Non-Travel,80,247,1904,22848,Research & Development,8,1,Medical,3,Male,3,1,3,1,No,12,3,4,80,0,0,0,3,0,0,0,0
830,33,Single,Sales Executive,Yes,Travel_Rarely,77,603,8224,98688,Sales,9,4,Marketing,1,Female,3,2,1,0,Yes,17,3,1,80,0,6,3,3,5,2,0,3
831,41,Married,Laboratory Technician,No,Travel_Rarely,46,167,4766,57192,Research & Development,12,4,Life Sciences,2,Male,3,1,4,3,Yes,11,3,1,80,1,6,4,3,1,0,0,0
832,31,Married,Laboratory Technician,Yes,Travel_Frequently,72,874,2610,31320,Research & Development,15,3,Medical,3,Male,3,1,3,1,No,12,3,3,80,1,2,5,2,2,2,2,2
833,37,Divorced,Healthcare Representative,No,Travel_Rarely,52,367,5731,68772,Research & Development,25,2,Medical,3,Female,2,2,4,7,No,13,3,3,80,2,9,2,3,6,2,1,3
834,27,Married,Research Scientist,No,Travel_Rarely,55,199,2539,30468,Research & Development,6,3,Life Sciences,4,Male,2,1,3,1,No,13,3,3,80,1,4,0,3,4,2,2,2
835,34,Married,Sales Executive,No,Travel_Rarely,70,1400,5714,68568,Sales,9,1,Life Sciences,2,Female,3,2,3,1,No,20,4,1,80,0,6,3,2,6,5,1,3
836,35,Single,Human Resources,No,Travel_Rarely,100,528,4323,51876,Human Resources,8,4,Technical Degree,3,Male,3,1,3,1,No,17,3,2,80,0,6,2,1,5,4,1,4
837,29,Married,Sales Executive,Yes,Travel_Rarely,45,408,7336,88032,Sales,23,1,Life Sciences,4,Female,2,3,1,1,No,13,3,1,80,1,11,3,1,11,8,3,10
838,40,Single,Research Director,No,Travel_Frequently,88,593,13499,161988,Research & Development,9,4,Medical,2,Female,3,3,3,9,No,17,3,3,80,0,20,3,2,18,7,2,13
839,42,Single,Sales Executive,Yes,Travel_Frequently,44,481,13758,165096,Sales,12,3,Life Sciences,3,Male,3,4,1,0,Yes,12,3,2,80,0,22,2,2,21,9,13,14
840,42,Single,Sales Executive,No,Travel_Rarely,45,647,5155,61860,Sales,4,4,Marketing,2,Male,3,2,1,7,No,13,3,4,80,0,9,3,4,6,4,1,5
841,35,Married,Laboratory Technician,No,Travel_Rarely,58,982,2258,27096,Research & Development,1,4,Medical,4,Male,2,1,3,6,No,12,3,2,80,1,10,2,3,8,0,1,7
842,24,Single,Laboratory Technician,No,Travel_Rarely,49,477,3597,43164,Research & Development,24,3,Medical,4,Male,3,1,2,8,No,22,4,4,80,0,6,2,3,4,3,1,2
843,28,Married,Laboratory Technician,Yes,Travel_Rarely,79,1485,2515,30180,Research & Development,12,1,Life Sciences,3,Female,3,1,4,1,Yes,11,3,4,80,0,1,4,2,1,1,0,0
844,26,Married,Laboratory Technician,No,Travel_Rarely,82,1384,4420,53040,Research & Development,3,4,Medical,1,Male,4,1,4,1,No,22,4,2,80,1,8,2,3,8,7,0,7
845,30,Married,Sales Executive,No,Travel_Rarely,72,852,6578,78936,Sales,10,3,Marketing,3,Male,2,2,3,1,No,18,3,1,80,1,10,3,3,10,3,1,4
846,40,Married,Research Scientist,No,Travel_Frequently,92,902,4422,53064,Research & Development,26,2,Medical,3,Female,2,2,4,3,Yes,13,3,4,80,1,16,3,1,1,1,0,0
847,35,Divorced,Manufacturing Director,No,Travel_Rarely,44,819,10274,123288,Research & Development,2,3,Life Sciences,3,Male,2,3,2,2,No,18,3,2,80,1,15,2,4,7,7,6,4
848,34,Single,Healthcare Representative,No,Travel_Frequently,97,669,5343,64116,Research & Development,1,3,Medical,4,Male,2,2,1,0,No,20,4,3,80,0,14,3,3,13,9,4,9
849,35,Married,Laboratory Technician,No,Travel_Frequently,47,636,2376,28512,Research & Development,4,4,Other,4,Male,2,1,4,1,No,13,3,2,80,1,2,2,4,2,2,2,2
850,43,Single,Sales Executive,Yes,Travel_Rarely,85,1372,5346,64152,Sales,9,3,Marketing,1,Female,1,2,3,8,No,13,3,2,80,0,7,2,2,4,3,1,3
851,32,Divorced,Sales Representative,No,Non-Travel,76,862,2827,33924,Sales,2,1,Life Sciences,3,Female,3,1,1,1,No,12,3,3,80,3,1,3,3,1,0,0,0
852,56,Divorced,Manager,No,Travel_Rarely,92,718,19943,239316,Research & Development,4,4,Technical Degree,4,Female,3,5,1,4,No,13,3,4,80,1,28,2,3,5,2,4,2
853,29,Married,Laboratory Technician,No,Travel_Rarely,54,1401,3131,37572,Research & Development,6,1,Medical,2,Female,3,1,4,1,No,13,3,1,80,1,10,5,3,10,8,0,8
854,19,Single,Research Scientist,No,Travel_Rarely,54,645,2552,30624,Research & Development,9,2,Life Sciences,3,Male,3,1,1,1,No,25,4,3,80,0,1,4,3,1,1,0,0
855,45,Married,Research Scientist,No,Travel_Rarely,83,1457,4477,53724,Research & Development,7,3,Medical,1,Female,3,1,3,4,Yes,19,3,3,80,1,7,2,2,3,2,0,2
856,37,Married,Manufacturing Director,No,Travel_Rarely,56,977,6474,77688,Research & Development,1,3,Life Sciences,4,Female,2,2,4,1,No,13,3,2,80,1,14,2,2,14,8,3,11
857,20,Single,Laboratory Technician,No,Travel_Rarely,87,805,3033,36396,Research & Development,3,3,Life Sciences,1,Male,2,1,3,1,No,12,3,1,80,0,2,2,2,2,2,1,2
858,44,Single,Research Scientist,Yes,Travel_Rarely,96,1097,2936,35232,Research & Development,10,4,Life Sciences,3,Male,3,1,3,1,Yes,11,3,3,80,0,6,4,3,6,4,0,2
859,53,Divorced,Manager,No,Travel_Rarely,50,1223,18606,223272,Research & Development,7,2,Medical,4,Female,3,5,3,3,No,18,3,2,80,1,26,6,3,7,7,4,7
860,29,Married,Research Scientist,No,Travel_Rarely,69,942,2168,26016,Research & Development,15,1,Life Sciences,2,Female,1,1,4,0,Yes,18,3,1,80,1,6,2,2,5,4,1,3
861,22,Married,Research Scientist,Yes,Travel_Frequently,48,1256,2853,34236,Research & Development,3,4,Life Sciences,3,Male,2,1,4,0,Yes,11,3,2,80,1,1,5,3,0,0,0,0
862,46,Married,Manager,No,Travel_Rarely,69,1402,17048,204576,Sales,2,3,Marketing,3,Female,3,4,1,8,No,23,4,1,80,0,28,2,3,26,15,15,9
863,44,Single,Research Scientist,No,Non-Travel,74,111,2290,27480,Research & Development,17,3,Life Sciences,4,Male,1,1,3,2,No,13,3,4,80,0,6,3,3,0,0,0,0
864,33,Married,Human Resources,No,Travel_Rarely,99,147,3600,43200,Human Resources,2,3,Human Resources,2,Male,3,1,3,1,No,13,3,4,80,1,5,2,3,5,4,1,4
865,41,Divorced,Research Scientist,Yes,Non-Travel,95,906,2107,25284,Research & Development,5,2,Life Sciences,1,Male,2,1,1,6,No,17,3,1,80,1,5,2,1,1,0,0,0
866,30,Divorced,Sales Executive,No,Travel_Rarely,61,1329,4115,49380,Sales,29,4,Life Sciences,3,Male,3,2,1,8,No,19,3,3,80,3,8,3,3,4,3,0,3
867,40,Married,Sales Executive,No,Travel_Frequently,62,1184,4327,51924,Sales,2,4,Medical,2,Male,3,2,2,5,No,12,3,4,80,3,5,2,3,0,0,0,0
868,50,Married,Manager,No,Travel_Frequently,30,1421,17856,214272,Research & Development,2,3,Medical,4,Female,3,4,1,2,No,22,4,3,80,1,32,3,3,2,2,2,2
869,28,Married,Laboratory Technician,No,Travel_Rarely,78,1179,3196,38352,Research & Development,19,4,Medical,4,Male,2,1,1,1,No,12,3,3,80,3,6,2,3,6,5,3,3
870,46,Married,Research Director,No,Travel_Rarely,52,1450,19081,228972,Research & Development,15,2,Life Sciences,4,Male,3,5,2,5,No,11,3,1,80,1,25,2,3,4,2,0,3
871,35,Married,Sales Executive,No,Travel_Rarely,94,1361,8966,107592,Sales,17,4,Life Sciences,3,Male,3,2,1,3,Yes,15,3,4,80,3,15,2,3,7,7,1,7
872,24,Married,Laboratory Technician,Yes,Travel_Rarely,97,984,2210,26520,Research & Development,17,2,Life Sciences,4,Female,3,1,2,1,No,13,3,1,80,1,1,3,1,1,0,0,0
873,33,Married,Sales Executive,No,Travel_Frequently,82,1146,4539,54468,Sales,25,3,Medical,2,Female,3,2,3,1,No,12,3,1,80,1,10,3,2,10,7,0,1
874,36,Divorced,Laboratory Technician,No,Travel_Rarely,60,917,2741,32892,Research & Development,6,4,Life Sciences,3,Male,1,1,3,1,No,14,3,3,80,1,7,4,3,7,7,1,7
875,30,Divorced,Laboratory Technician,No,Travel_Rarely,49,853,3491,41892,Research & Development,7,4,Life Sciences,3,Male,3,2,3,1,No,13,3,1,80,3,10,4,2,10,7,8,9
876,44,Single,Research Scientist,No,Travel_Rarely,32,200,4541,54492,Research & Development,29,4,Other,4,Male,3,2,4,1,No,25,4,2,80,0,20,3,3,20,11,13,17
877,20,Single,Sales Representative,No,Travel_Rarely,43,654,2678,32136,Sales,21,3,Marketing,3,Male,4,1,4,1,No,17,3,4,80,0,2,2,3,2,1,2,2
878,46,Divorced,Manufacturing Director,No,Travel_Rarely,60,150,7379,88548,Research & Development,2,4,Technical Degree,4,Male,3,2,4,2,No,11,3,3,80,1,12,3,2,6,3,1,4
879,42,Married,Human Resources,No,Non-Travel,79,179,6272,75264,Human Resources,2,5,Medical,4,Male,4,2,1,7,No,16,3,1,80,1,10,3,4,4,3,0,3
880,60,Divorced,Sales Executive,No,Travel_Rarely,52,696,5220,62640,Sales,7,4,Marketing,2,Male,4,2,4,0,Yes,18,3,2,80,1,12,3,3,11,7,1,9
881,32,Married,Laboratory Technician,No,Travel_Frequently,77,116,2743,32916,Research & Development,13,3,Other,3,Female,2,1,2,1,No,20,4,3,80,1,2,2,3,2,2,2,2
882,32,Single,Research Scientist,No,Travel_Frequently,38,1316,4998,59976,Research & Development,2,2,Life Sciences,4,Female,3,2,3,4,Yes,14,3,4,80,0,10,2,3,8,7,0,7
883,36,Divorced,Manufacturing Director,No,Travel_Rarely,77,363,10252,123024,Research & Development,1,3,Technical Degree,3,Female,1,3,1,2,Yes,21,4,3,80,1,17,2,3,7,7,7,7
884,33,Married,Research Scientist,No,Travel_Rarely,60,117,2781,33372,Research & Development,9,3,Medical,1,Male,3,1,4,0,No,13,3,2,80,1,15,5,3,14,10,4,10
885,40,Divorced,Sales Executive,No,Travel_Rarely,84,107,6852,82224,Sales,10,3,Technical Degree,2,Female,2,2,2,7,No,12,3,2,80,1,7,2,4,5,1,1,3
886,25,Single,Sales Executive,No,Travel_Rarely,57,1356,4950,59400,Sales,10,4,Life Sciences,3,Male,3,2,4,0,No,14,3,2,80,0,5,4,3,4,3,1,1
887,30,Married,Research Scientist,No,Travel_Rarely,63,1465,3579,42948,Research & Development,1,3,Medical,4,Male,3,1,2,0,Yes,21,4,1,80,1,12,2,3,11,9,5,7
888,42,Married,Research Director,No,Travel_Frequently,60,458,13191,158292,Research & Development,26,5,Medical,1,Female,3,3,1,3,Yes,17,3,3,80,0,20,6,3,1,0,0,0
889,35,Married,Sales Executive,No,Non-Travel,78,1212,10377,124524,Sales,8,2,Marketing,3,Female,2,3,4,4,Yes,11,3,2,80,1,16,6,2,13,2,4,12
890,27,Married,Research Scientist,No,Travel_Rarely,42,1103,2235,26820,Research & Development,14,3,Life Sciences,1,Male,3,1,1,1,Yes,14,3,4,80,2,9,3,2,9,7,6,8
891,54,Divorced,Manufacturing Director,No,Travel_Frequently,53,966,10502,126024,Research & Development,1,4,Life Sciences,4,Female,3,3,3,7,No,17,3,1,80,1,33,2,1,5,4,1,4
892,44,Married,Research Scientist,No,Travel_Rarely,72,1117,2011,24132,Research & Development,2,1,Life Sciences,1,Female,4,1,4,1,No,13,3,4,80,1,10,5,3,10,5,7,7
893,19,Single,Research Scientist,Yes,Non-Travel,96,504,1859,22308,Research & Development,10,3,Medical,1,Female,2,1,2,1,Yes,25,4,2,80,0,1,2,4,1,1,0,0
894,29,Divorced,Research Scientist,No,Travel_Rarely,97,1010,3760,45120,Research & Development,1,3,Life Sciences,1,Female,3,1,4,1,No,15,3,1,80,3,3,5,3,3,2,1,2
895,54,Married,Research Director,No,Travel_Rarely,85,685,17779,213348,Research & Development,3,3,Life Sciences,4,Male,3,4,4,3,No,14,3,1,80,0,36,2,3,10,9,0,9
896,31,Married,Healthcare Representative,No,Travel_Rarely,80,1332,6833,81996,Research & Development,11,2,Medical,3,Male,3,2,1,1,Yes,12,3,4,80,0,6,2,2,6,5,0,1
897,31,Single,Healthcare Representative,No,Travel_Rarely,96,1062,6812,81744,Research & Development,24,3,Medical,3,Female,2,2,1,1,No,19,3,2,80,0,10,2,3,10,9,1,8
898,59,Single,Sales Executive,No,Travel_Rarely,48,326,5171,62052,Sales,3,3,Life Sciences,3,Female,2,2,4,5,No,17,3,4,80,0,13,2,3,6,1,0,5
899,43,Married,Research Director,No,Travel_Rarely,96,920,19740,236880,Research & Development,3,3,Life Sciences,3,Male,1,5,4,3,No,14,3,2,80,1,25,2,3,8,7,0,7
900,49,Married,Manager,No,Travel_Rarely,85,1098,18711,224532,Research & Development,4,2,Medical,1,Male,2,5,3,2,No,13,3,3,80,1,23,2,4,1,0,0,0
901,36,Married,Research Scientist,No,Travel_Frequently,46,469,3692,44304,Research & Development,3,3,Technical Degree,3,Male,3,1,2,1,No,12,3,3,80,0,12,2,2,11,10,0,7
902,48,Single,Laboratory Technician,No,Travel_Rarely,76,969,2559,30708,Research & Development,2,2,Technical Degree,4,Male,4,1,2,5,No,11,3,3,80,0,7,4,2,1,0,0,0
903,27,Divorced,Research Scientist,No,Travel_Rarely,76,1167,2517,30204,Research & Development,4,2,Life Sciences,1,Male,3,1,3,1,No,11,3,2,80,3,5,2,3,5,3,0,3
904,29,Divorced,Healthcare Representative,No,Travel_Rarely,82,1329,6623,79476,Research & Development,7,3,Life Sciences,3,Male,3,2,4,1,Yes,11,3,2,80,2,6,2,3,6,0,1,0
905,48,Single,Research Director,No,Travel_Rarely,76,715,18265,219180,Research & Development,1,3,Life Sciences,4,Male,2,5,4,6,No,12,3,3,80,0,25,3,4,1,0,0,0
906,29,Divorced,Research Director,No,Travel_Rarely,87,694,16124,193488,Research & Development,1,3,Life Sciences,4,Female,2,4,4,3,No,14,3,2,80,2,9,2,2,7,7,1,7
907,34,Married,Research Scientist,No,Travel_Rarely,89,1320,2585,31020,Research & Development,20,3,Technical Degree,3,Female,4,1,3,0,No,17,3,4,80,0,2,5,2,1,0,0,0
908,44,Married,Manager,No,Travel_Rarely,88,1099,18213,218556,Sales,5,3,Marketing,2,Male,3,5,2,7,No,11,3,3,80,1,26,5,3,22,9,3,10
909,33,Divorced,Sales Executive,No,Travel_Rarely,82,536,8380,100560,Sales,10,5,Marketing,4,Male,4,3,3,0,Yes,14,3,4,80,2,10,3,3,9,8,0,8
910,19,Single,Research Scientist,No,Travel_Rarely,57,265,2994,35928,Research & Development,25,3,Life Sciences,2,Female,4,1,4,1,Yes,12,3,4,80,0,1,2,3,1,0,0,1
911,23,Married,Research Scientist,No,Travel_Rarely,47,373,1223,14676,Research & Development,1,2,Life Sciences,4,Male,3,1,3,1,No,22,4,4,80,1,1,2,3,1,0,0,1
912,25,Single,Sales Representative,Yes,Travel_Frequently,73,599,1118,13416,Sales,24,1,Life Sciences,3,Male,1,1,4,1,Yes,14,3,4,80,0,1,4,3,1,0,1,0
913,26,Single,Research Scientist,No,Travel_Rarely,53,583,2875,34500,Research & Development,4,2,Life Sciences,3,Male,3,1,4,1,Yes,20,4,2,80,0,8,2,2,8,5,2,2
914,45,Single,Manager,Yes,Travel_Rarely,94,1449,18824,225888,Sales,2,3,Marketing,1,Female,1,5,2,2,Yes,16,3,1,80,0,26,2,3,24,10,1,11
915,55,Divorced,Healthcare Representative,No,Non-Travel,37,177,13577,162924,Research & Development,8,1,Medical,4,Male,2,4,2,1,Yes,15,3,4,80,1,34,3,3,33,9,15,0
916,21,Single,Laboratory Technician,Yes,Travel_Frequently,45,251,2625,31500,Research & Development,10,2,Life Sciences,1,Female,2,1,3,1,No,20,4,3,80,0,2,2,1,2,2,2,2
917,46,Married,Manager,No,Travel_Rarely,33,168,18789,225468,Sales,4,2,Marketing,4,Female,2,5,2,2,No,14,3,3,80,1,26,2,3,11,4,0,8
918,34,Single,Sales Executive,No,Travel_Rarely,86,131,4538,54456,Sales,2,3,Marketing,3,Female,3,2,1,0,Yes,12,3,4,80,0,4,3,3,3,2,0,2
919,51,Divorced,Manager,No,Travel_Frequently,83,237,19847,238164,Sales,9,3,Life Sciences,4,Male,3,5,2,4,Yes,24,4,1,80,1,31,5,2,29,10,11,10
920,59,Single,Manufacturing Director,No,Travel_Rarely,67,1429,10512,126144,Research & Development,18,4,Medical,4,Male,3,3,4,6,No,12,3,4,80,0,25,6,2,9,7,5,4
921,34,Divorced,Laboratory Technician,No,Travel_Frequently,46,135,4444,53328,Research & Development,19,3,Medical,3,Female,3,2,2,4,No,13,3,3,80,2,15,2,4,11,8,5,10
922,28,Single,Laboratory Technician,No,Travel_Frequently,44,791,2154,25848,Research & Development,1,4,Medical,4,Male,3,1,3,0,Yes,11,3,3,80,0,5,2,2,4,2,0,2
923,44,Divorced,Manager,No,Travel_Rarely,92,1199,19190,230280,Research & Development,4,2,Life Sciences,3,Male,4,5,1,1,No,14,3,4,80,2,26,4,2,25,9,14,13
924,34,Married,Human Resources,No,Travel_Frequently,56,648,4490,53880,Human Resources,11,3,Life Sciences,3,Male,2,2,2,4,No,11,3,4,80,2,14,5,4,10,9,1,8
925,35,Married,Research Scientist,No,Travel_Rarely,66,735,3506,42072,Research & Development,6,1,Life Sciences,3,Male,3,1,3,0,Yes,14,3,4,80,0,4,3,3,3,2,2,2
926,42,Married,Research Scientist,No,Travel_Rarely,78,603,2372,28464,Research & Development,7,4,Medical,2,Female,4,2,2,6,Yes,16,3,4,80,0,18,2,3,1,0,0,0
927,43,Single,Sales Executive,No,Travel_Rarely,56,531,10231,122772,Sales,4,4,Marketing,4,Female,2,3,4,3,No,14,3,4,80,0,23,3,4,21,7,15,17
928,36,Single,Manufacturing Director,No,Travel_Rarely,53,429,5410,64920,Research & Development,2,4,Life Sciences,3,Female,3,2,2,9,Yes,11,3,4,80,0,18,2,3,16,14,5,12
929,44,Married,Healthcare Representative,Yes,Travel_Rarely,73,621,7978,95736,Research & Development,15,3,Medical,1,Female,3,3,4,1,No,11,3,4,80,1,10,2,3,10,7,0,5
930,28,Married,Laboratory Technician,No,Travel_Frequently,52,193,3867,46404,Research & Development,2,3,Life Sciences,4,Male,2,1,4,1,Yes,12,3,2,80,1,2,2,3,2,2,2,2
931,51,Single,Laboratory Technician,No,Travel_Frequently,40,968,2838,34056,Research & Development,6,2,Medical,2,Female,2,1,3,0,No,14,3,2,80,0,8,6,2,7,0,7,7
932,30,Single,Manufacturing Director,No,Non-Travel,72,879,4695,56340,Research & Development,9,2,Medical,3,Female,3,2,3,7,Yes,18,3,3,80,0,10,3,3,8,4,1,7
